,text,target
10486,north texa air american are great ,4
10487,saw said ,2
10488,lost whole frustrat poor ,0
10489,first ever has be ,0
10490,tri check tri got error ,0
10491,do merg account tell do not match even not find ,0
10492,had go pick pay ride veri rude poor ,0
10493,bring mini ,2
10494,realli mess scan ,0
10495,not happi cancel flightl poor ,0
10496,nice doe not appli philli ,2
10497,is bring breast ,2
10498,yet see keep check back ,4
10499,too not have spend tri track basic alreadi have avail ,0
10500,guy be offer ,2
10501,get ahold ,2
10502,call had more exist do not make easi ,0
10503,awesom yes is ,4
10504,doe not give said was was key west entir got around ,0
10505,was speak gave ,0
10506,just want find so not have go tri claim was ,0
10507,liter say is open good is ,0
10508,not sorri am tri is just ,0
10509,is absolut thank amaz ,4
10510,workng phl check be fire be rude treat ,0
10511,best long dfw clt appreci up kept super ,4
10512,good got fix ,4
10513,do not bother wast send form choos ,0
10514,is there beareav anymor not just ,2
10515,now push back pm ,0
10516,not just been few ur save is ur cheaper now will pay more bttr ,0
10517,horribl key west lost call check was told not call back reconsid back ,0
10518,need be get learn had ,0
10519,get ask specif do given ,2
10520,delay big ,0
10521,cancel flightl help rebook ve hand better ,0
10522,same here then told has done is will was apolog ,0
10523,is happen phl are stuck ,0
10524,is not funni just doe not actual take go amp notimpress ,0
10525,now cancel flightl have been rebook take have spent extra ,0
10526,ve been sit almost wait be fuel not have been done got ,0
10527,get free compens yet again ,0
10528,did great ,4
10529,get ur togeth start treat ur kinder have more sanit take perhap ,0
10530,is joke lose ,0
10531,use get funer ,2
10532,ve been sort sync tri check wrong ,0
10533,do not understand do ,2
10534,has mean mess do not treat big ,0
10535,still hold count care check ,0
10536,about littl tri rebook ,0
10537,respect reschedul are alreadi late ,0
10538,now am fll told take back pbi get are pbi ,0
10539,fli quit not difficult communic let know happen be made ,0
10540,handl unfortun wipe entir is so displeas ,0
10541,head nyc hear ring onc then entir has happen twice more ,0
10542,made send bloodi mari row ,4
10543,alreadi let know sent got call back final was asleep is back ,0
10544,valu do ,2
10545,were not was turn ,0
10546,was transfer etern sad ,0
10547,is nightmar have been worthless ,0
10548,never let singl get delay ,0
10549,sit great happi hope make ,0
10550,done ,2
10551,made never ran so fast ,2
10552,ve been stand veri crowd past ,0
10553,not was cancel flightl next avail was too late ,0
10554,was rebook next wed just upset lost addit paid own lose ,0
10555,get ,2
10556,suppos tweet horribl is take let tri ,0
10557,just felt do better make feel littl less do not care re autom ,0
10558,cancel flightl back gave ewr realli ,0
10559,log need add travel not see do ,0
10560,help reflight book cancel flightedflight yvonn help get tel aviv ,4
10561,big yvonn outstand amp ,4
10562,now is are burn is complet illeg ,0
10563,are fuck kid ,0
10564,now site philli is so lame doe not help is terribl ,0
10565,is ,0
10566,be nice just pull still sit here ,0
10567,is worst not do onc origin has gone ,0
10568,has complet wast thank bad bad ,0
10569,also great tweet need robyn ,0
10570,ll be receiv long detail soon long short never fli again ,0
10571,make miss get rebook miss too miser start am ,0
10572,learn sit not realiz there mech then delay ,0
10573,was delay close onli tell not be leav bad bad ,0
10574,not give get instead knew ,0
10575,overflow sprawl refund had ,0
10576,appreci prompt ,4
10577,was avail male was not nice dismiss big was standbi probabl did not even pay ,0
10578,well have been told were sit have not get ,0
10579,did not want hang am travel get done turn right back unaccept ,0
10580,doe not seem like bc fail scan recycl bagtag doe not help usairwaysfail ,0
10581,is complet has now turn sit ridicul ,0
10582,have been given get not sit longer actual ,0
10583,is move are move sit has open ,0
10584,was joke ,2
10585,was avail male was not nice dismiss big was standbi probabl did not even pay ,0
10586,is set sit ,0
10587,thks phl fll overal has improv more now fll most are super ,4
10588,not sit lga is longer ,0
10589,is so unaccept go now most be sit not mention is ,0
10590,is move sit did not even let ,0
10591,is somebodi help unbeliev more ,0
10592,airway need do philli thaw ,0
10593,order ask want full yrs old first ever ask ,0
10594,yeah was back also re late so thank great ,0
10595,got drink then sat do pick land just veri lazi first ,0
10596,paid is not have big too oldseatnocushion worstflight nohelponboard ,0
10597,first was cater so drink onli preflight coathang st take ,0
10598,told last was hare land blame els ,0
10599,delay due frozentoilet medicalissu mechanicalissu ve heard ,0
10600,abl doe mean not have privat not help not fit ,0
10601,tri make punta leav ,2
10602,is worst not weather relat go miss connect gass ,0
10603,is worst still have not left miss ,0
10604,philadelphia littl disappoint unnecessari not even snow ,0
10605,have been tri use straight min still have not talk human ,0
10606,help rerout ,2
10607,miss connect delay fli ,0
10608,execplat need letsgo ,2
10609,wait past ,0
10610,refund realli appreci ,4
10611,take not provid is late ,0
10612,am so go miss alway provid great never let ,4
10613,never again wors ,0
10614,rebook cancel expir is unaccept start delay ,0
10615,strand worst been faith more ,0
10616,doe not correct fail keep updat ,0
10617,been still here am due mechan absolut wors ,0
10618,was almost late due mechan ,0
10619,never fli again horribl terribl ,0
10620,mobil board ,2
10621,sunday just few away ,4
10622,am follow now ,2
10623,unaccept knew not be abl complet wast ,0
10624,have been still have not left bad ,0
10625,then told offload was has been terribl ,0
10626,were load late made sit ,0
10627,load was fli consecut unaccept ,0
10628,offload is ridicul ,0
10629,re excit have fli jb be spring ,4
10630,still just sit here has said ,2
10631,is actual not true get seat big is total dishonest mislead ,0
10632,thank least tweet back better most ,4
10633,seem unlik here ,0
10634,incorrect last ,0
10635,exict be fli soon ,4
10636,choos same free click ,2
10637,are make pay choos tri convinc use psycholog ,0
10638,do review were pleasant was less ,0
10639,new seat assign is worldwid shameonyou ,0
10640,worst ever guy see mayb help make better ,0
10641,now is just do ,0
10642,have strand ,0
10643,still be held dca littl nice ,0
10644,doe cost chang onli purchas new ,0
10645,sit freez is is ,0
10646,alreadi spoke sever is sympathet fli home earli complimentari ,0
10647,doe not want get ,0
10648,do not stand alon bought base confirm is chang anyway ,0
10649,stood now sit amp ,0
10650,do not pay here know check thank ,0
10651,not even use charg are too expens forc purchas new ,0
10652,oh great get sit move has been aw ,0
10653,sorri receiv least do is fli home earli extra ,0
10654,never fli guy again extrem disorgan too mani ,0
10655,are current delay count cae ,0
10656,was was miss ,0
10657,did not connect was ,0
10658,even do simpl tell gate so not be difficult am sure disappoint ,0
10659,yes not sure guy do not know is occupi keep wait ,0
10660,wow is ripoff quick end ,0
10661,gt dca delay again need stop be file ,0
10662,sit wait deplan come expect ,0
10663,glad take loyal caus do help fix caus ,0
10664,least do is make have caus are ruin be asham ,0
10665,late then miss then gate switch call ,0
10666,due expens chose do screw strand ,0
10667,not afford intern rebook want go turn not afford go ,0
10668,not say least got realli ,2
10669,ruin caus miss intern now are strand ,0
10670,pwm was fab have great ,4
10671,overflight first automat downgrad upgrad board ,0
10672,re have travel dc reason see saturday ,4
10673,dca was much lower won ,4
10674,london has been sit further give ,0
10675,alreadi have ,0
10676,hold serious averag wait is then mayb just mayb re understaf ,0
10677,submit ago is do ,0
10678,know evalu further ,4
10679,serious have share alreadi frustrat ,0
10680,hot not eat phl origin was min late give ,0
10681,serious philli due new miss uk now have argu ,0
10682,continu be worst out did not need extra anyway ,0
10683,onli respond sorri not think even ,0
10684,usairway again cancel flight miss promis is lie ,0
10685,wait speak come ridicul ,0
10686,unabl locat is frustrat need zfv yyz ,0
10687,alreadi did is doe still say been ,0
10688,are kid bad flew phx ,0
10689,get reschedul direct nola hope earlier get there ,4
10690,airway clt miss connect iad get ,0
10691,still talk late flightr ask checkin is be request ,0
10692,has been wait wait weight come leav ,0
10693,be mark complet scare go lose is go be refund ,0
10694,askpayp complet then doe still say paypal reserv ,0
10695,so contact took also contact said is ,2
10696,appreci delay record is tedious just goe practic ,0
10697,horribl delay got differ horribl ,0
10698,final got were wonder ,4
10699,have sat snow expect are abl switch earlier ,2
10700,got ,2
10701,then hang dept tough justifi stick ,0
10702,never fail disappoint ,0
10703,bought also are link so not check ,0
10704,take is rude now are delay overfil ,0
10705,has lbs too much nice est now ,0
10706,ord is most profession have seen fli usair have ,4
10707,too has taken philli ve been phl so mani have seat ,4
10708,sell too cheap mad are trust is scam ,2
10709,total fli solo not be fli am again ,0
10710,slc walk pack full ,0
10711,know hockey are expens not just be throw ,0
10712,work ,4
10713,not charlott have held ,2
10714,pleas direct jfk instead lga is ,2
10715,tri doesnt help veri much seem be overwhelm ,0
10716,take wait connect ,0
10717,do have ,2
10718,do post websit bdl sunday ,2
10719,domest ,4
10720,bring uncomfort travel real ,2
10721,like see do similar ,2
10722,made safe ,4
10723,say are good still book is last ,0
10724,talk delay tell talk ,0
10725,is be look ,0
10726,is go take not okay usair not is ruin ,0
10727,delay further ,0
10728,hung alway aw have call there ,0
10729,now take amp keep free seem is alway full ,0
10730,late lost ,0
10731,just heard monterey was close due thick ,2
10732,min embarrass aa ,0
10733,love chees oliv ,4
10734,have also be nice appear be design ,4
10735,yes is need be more velcro ,0
10736,pleas secur footrest ,0
10737,forget fuel realiz there was more cargo add plane tri mask ,0
10738,are polit are habitu late mani are wait ,0
10739,fuk yo chicken so overpr fuke make wait ,0
10740,know run do not creat undu ing ,0
10741,is anyway get ,2
10742,are let go are mechan wewantcomp ,0
10743,is go bos twice go back back leav total ,0
10744,not move are delay unknown ll post ,0
10745,keep miss updat need make jax be ,0
10746,are guy lose was suppos be same was high disappoint med ,0
10747,want connect discuss sponsorship onli ,2
10748,poor was toward have pay have more ,0
10749,not patient annoy not then not make wait ,0
10750,airway phoenix fix ,2
10751,still wait go miss montereyregionalairport pleas ,0
10752,bledso lve open wait nxt ,0
10753,do not think allow use held ,2
10754,lol too ,4
10755,still wait ,0
10756,do call use not be rebook onlin call quot higher ,0
10757,so basic am stuck pay be bump inferior here come usairway ,0
10758,chang ,2
10759,not spot bark wait is now right pleas send cocktail ,0
10760,is switch aa app aa is much better ,2
10761,is ok most open earlier not let fli ,2
10762,was abl get earlier earlier ,4
10763,just think weird have ,4
10764,bos ,2
10765,are anxious not sit current chang ,0
10766,guy switch did not inform ,0
10767,worst ever left submit offer ,0
10768,is bad feel bad ,0
10769,still irrit plan book was mess ,0
10770,is premier still limit usairway do aa now qualifi as well ,2
10771,is probabl lose due broken hope fix ,0
10772,onli are sit scatter ,2
10773,yes have never seen come yuma big are still wait ,0
10774,be hear lot more instead get back ,0
10775,has most ass use even tri get is imposs ,0
10776,be destroy eastern live littl ,0
10777,have ,0
10778,been back forth then lhr sad nostalg ,2
10779,am sympathet do get not have pay especi switch ,0
10780,bought ago had togeth have not chang now kid are scatter ,0
10781,check is tell exec not honor ,0
10782,just funni have nice ,2
10783,travel is complet cak ,2
10784,cancel flightl due mainten was there get togeth are unhappi ,0
10785,air happen sat wait schedul then say ,0
10786,was switch american not now am charg thought merg ,0
10787,just is happen have come ,0
10788,obj even are scheme get follow ,2
10789,got philli got final south not accept ,0
10790,now still ,0
10791,dm amp add upgrad ,2
10792,now have is stupid ,0
10793,have been wait ,0
10794,has been are terribl ,0
10795,ll be tweet rt follow back too ,2
10796,amaz delay frozen now sit same still wait ,0
10797,ll be tweet join ,2
10798,stuck philadelphia due mainten dread back ,0
10799,sincer regret good come ,0
10800,ll be tweet join ,2
10801,tell was was broken re inferior ,0
10802,just so know complain rt ll be tweet ,2
10803,frequent schedul interchang get ,2
10804,call resolv issu advis ,0
10805,final answer were rude did not help ,0
10806,not leav ,2
10807,made thank great ,4
10808,have emboss superior are current use ,2
10809,so far so good clt board first perhap ,4
10810,is accur guid shown ,2
10811,ve been count charg provid said ,0
10812,have book am find much cost chang earlier ,2
10813,still sit here bad handl ,0
10814,lilli sju is fabul ,4
10815,was just then got ,0
10816,tri speak not chang sigh ,0
10817,are now ,4
10818,ve been tri get merg pleas call asap ,0
10819,was full open middl did not want sit is ,2
10820,are togeth ,2
10821,sorri was suppos depart now say is ,0
10822,move bought happen far too often ,0
10823,chang do do be awesom also smell ,0
10824,tbt ,4
10825,be delay ,0
10826,got rebook wrong travel back correct tire amp frustrat ,0
10827,ve got earlier get be ,2
10828,is behav ,2
10829,dl ethan new white reviv great guy good just err singl ,4
10830,philli la been sit close ,0
10831,be honor ive wait make sure still get origin start ,0
10832,refund look forward hope ,4
10833,happen lax now hr poor ,0
10834,be stuck overnight is get wors fli southwest now ,0
10835,left had stay other got had run ,0
10836,pass frustrat ago be ask get first sat ,0
10837,bad frozen miss ,0
10838,has gotten harder other switch not ,0
10839,sunni is cold not wait get clt ,2
10840,never imagin be so hard spend air stubborn hope come back ,0
10841,found great thru been more now be told ,0
10842,clt not get yet need get ,0
10843,hold las delay is not go arriv ,0
10844,was st cancel flightl kick ,0
10845,ve been just get know are busi think higher more ,0
10846,too ice least was courteous help not unreal ,4
10847,have been expect same ,0
10848,was fli cancel flightl never notifi flyus ,0
10849,still wait wait ,0
10850,tri merg keep get onli call provid ,0
10851,now is was late doe not fit ,0
10852,slow down so did not need worri eyw be late great ahead ,4
10853,had turn clean explain ,0
10854,book end be last was label do had play music unaccept ,0
10855,rebook orig was late made ,0
10856,say direct correl know cost less ,0
10857,do as have las rather plan ahead run then attempt ,0
10858,tri now stuck wait miss ,0
10859,thought move too first count glad was not ,0
10860,make ,2
10861,delay ,0
10862,just let know re worst ever use ,0
10863,phlairport ,2
10864,is worri is wrong consid fli earlier ,2
10865,tri call hung up are have pleas advis ,0
10866,is tri check not allow say go airport ,0
10867,lol had switch american ,0
10868,cant get speak agent wont come ,0
10869,good is travel petit faa regard silli ,2
10870,went maiden marri maiden ,2
10871,just call not chang just abl put is tsa ,0
10872,delay like miss cun ta there help ,0
10873,hold eyw is sooo late miss ,0
10874,not upset promis ,2
10875,is same just maiden end up last onlin book yes understand transfer ,0
10876,so doe airway get is ,0
10877,paid expect be abl use full ,0
10878,is larg put now is use is nothappi ,0
10879,so was just told was code upgrad clear purchas downgrad ,0
10880,said book full had st call ,0
10881,empti not move due silli award trump common again ,0
10882,chang correct last did alreadi said not chang ,2
10883,re onli not open not confid ,0
10884,check last board board chang doe happen ,0
10885,new had wrong last is fix new not get ,0
10886,is fli have is more frustrat ,0
10887,receiv tout usa now merg includ ,2
10888,paid advantag do pay fli airway travel now ,2
10889,has been worst littl ,0
10890,test say wait find gate am ,0
10891,fli manchest intern philadelphia get connect ,0
10892,cinci just land add frequent long incred frustrat ,0
10893,other be have not receiv so have look ,0
10894,wait too long not have wait never receiv st ,0
10895,been deal solv creat manch nh is clear ,0
10896,do ,4
10897,unfortun consist subpar improv ,0
10898,fill have ,4
10899,did not cancel did love forgot ,0
10900,done ,4
10901,was told expir never recvd expir paid amp ,0
10902,was hilari pointi ,4
10903,just notic do not believ bought few ago paid resend ,2
10904,worst still not provid even drove back clt airport been rude unaccept ,0
10905,support have usairway be nice still use forget ,2
10906,got cancel flightl miss took ,2
10907,have run are sit is ,0
10908,cancel doubl late least get extra ,0
10909,appreci roberto forward sent ,2
10910,did not take origin was suppos arriv last did not get ,0
10911,sit are full earli late ,0
10912,let go gate is absurd ,0
10913,get full credit airway ,2
10914,miss just last be transport ,0
10915,lost ,0
10916,found is aa applic earn re merg ,2
10917,realli frustrat be endless wait taxi is take so long ,0
10918,call redirect ,0
10919,just veri bad help ,0
10920,have been tri reach extend last get call back ,0
10921,realli ,2
10922,doe been reagan is delay tri find ,0
10923,final arriv book lga ,0
10924,been still do not know are not refund was not weather ,0
10925,not ,0
10926,had due weather now cant fail is possibl usair cancel flightl ,0
10927,fix ,4
10928,was wait so ,0
10929,is more have is not accept ,0
10930,follow so dm ,2
10931,had same freaki great ,4
10932,land safe work ,4
10933,explain am other dumb be use differ ,0
10934,use have earli am now middl ,0
10935,not wait then ,4
10936,well is nofun nocustomerservic onhold tri make nothappi ,0
10937,not take longer get take fli so far ,0
10938,attempt unabl retriev call twice disconnect ,0
10939,email ago still ,0
10940,be will pay chang doe not help ,0
10941,guy just told call book book unaccept ,0
10942,still wait call get still sit ,0
10943,is real hold connect philli tampa ,0
10944,final rectifi again ,4
10945,so is cancel help avoid ,2
10946,phl nice thereisafirstforeveryth ,4
10947,have most like lost terribl too mani stuck last cancel flightl done ,0
10948,have been do not find anywher bc re say was never scan technic never left lax ,0
10949,crew re alreadi late arriv ,0
10950,be told tough is is is unaccept not even tell be here ,0
10951,up front solid ,4
10952,attend super strong land did super ,4
10953,now tell do not have correct appar is not is not ok ,0
10954,is broken call is not said earlier ,0
10955,not doubl book ve got fix still amateur never happen ,0
10956,is there be done help bought present just tri be abl afford ,2
10957,due horribl is there get check ,0
10958,delay top got yell be late was not notifi ,0
10959,not great first fli airway go forward probabl be take elsewher ,0
10960,loos use cant believ cant appli live ,0
10961,was accommod myrtl now dsm is back ,0
10962,so far ve gotten differ ,0
10963,certain now have pend realli happi was charg doubl ,0
10964,got ask checkin pleas ,2
10965,go been hear not friend pleas be transfer idk ,0
10966,turn belt so get up walk not good ,0
10967,as well been hrs not get straight ,0
10968,need work is bush ,0
10969,wish were now ice so far amp not sure ll be take ,0
10970,have ran usexpress psa not be stuck horribl now ,0
10971,run piec shit ruin ,0
10972,appreci forward ur ,0
10973,final back was close onli be reopen need fuel think have thought earlier ,0
10974,secondari miss want tell ,0
10975,sit just sit ,0
10976,is not show tsaprecheck ,2
10977,actual monitor so pleas tri call about ,0
10978,be frustrat end especi div ,0
10979,do not think ever had airway went smooth ,0
10980,pleas improv go multipl amp just be told call back late major ,0
10981,onc again leav be desir here earli short mean wait ,0
10982,late charleston is leav schedul earlier so wrong ,0
10983,delay miss not good ,0
10984,did ad so far want take be ,0
10985,miss uncl funer hope find veri consider ,0
10986,last was cancel flightl veri disappoint ,0
10987,just lost faith ,0
10988,have has been abl help ,0
10989,myrtl is greatest deserv is thankyouforeveryth ,4
10990,serious go awol now further delay do not lite ,0
10991,join silver prefer becaus heard was so great was misguid ,0
10992,is just bad am disappoint was not prepar honest last guy ,0
10993,well is about as worthless regular do ,0
10994,as well late find was schedul is not readi ,0
10995,cancel caus miss connect not be home pathet ,0
10996,understand is creat new do chang accommod ,0
10997,now just need locat is ,0
10998,have not depart yet so let not get too high has been so far ,4
10999,show greenvill ,0
11000,compar ,0
11001,so was late get so miss phoenix again last ever fli usair ,0
11002,stop just run say is high ,2
11003,club has rude ignor have fallen so far doug ,0
11004,clt nasti amp rude hope aa get clean disgust ,0
11005,paid still say is normal just want ,0
11006,ok were told due snow ,4
11007,made have cancel came more did reschedul ,0
11008,was cancel flightl move then dc is delay due lack ,0
11009,look ,2
11010,dont think alreadi said respond is ,0
11011,first head portlandjetport ,4
11012,start tri reach real ago still ,0
11013,say snow right now ,0
11014,tri call onli be kept pleas do not care ,0
11015,see now is lie insult ,0
11016,did great howev need help appreci hard better ,4
11017,give away fine ,4
11018,faanew be stuck due snow not actual snow ,0
11019,ve been wait count not flatter ,0
11020,have cancel flight past has been worst never again ,0
11021,betti work love here help get tonight instead ,4
11022,have clt heavi predict allow ,2
11023,realiz keep get cancel flight priorit ur help ,0
11024,doe help get there ,0
11025,is back part damag not happi ,0
11026,surpris quick ,4
11027,cancel flight over not provid real strandedinnashvill ,0
11028,again lost theworst ,0
11029,had cancel la was easi is make pay use never again ,0
11030,do not scan track ,0
11031,autom tell call back late frustrat ,0
11032,not even track see is disappear ,0
11033,not get speak miss been submit twice ,0
11034,been sit are say ,0
11035,is gon be better call call separ past never get ,0
11036,spent more then did ,0
11037,mayb ad had spend ,0
11038,ask ad was told call ,0
11039,onli come late find have lost ,0
11040,is cluster saw includ was outright just veri put ,0
11041,have spend more just get free ,0
11042,give is useless call say avail do expect do ,0
11043,so mad not even believ guy cancel leav first give useless ,0
11044,have been made consid pend snow amp ,0
11045,experienc defin flt will follow ,0
11046,done still find do not understand have been misplac veri upset ,0
11047,was not wonder re onli disguis not call ,0
11048,such past loyal aa not be more unhelp ,0
11049,nvr miss not see be put ,0
11050,put stop hold requir acct tsa ,0
11051,so have go entir again just get ,0
11052,realli so doe ,0
11053,help remind ok ps stream wifi be instal ,4
11054,done was suppos get did not get ,0
11055,onli assist is actual answer ,0
11056,kill give bad instead constant ,0
11057,kill let put ,0
11058,kill not let expir ,0
11059,kill let know mani be ,0
11060,samsonit total not happi not ,0
11061,have sent get back bake repli usairwaysssuck ,0
11062,least comfort sit stationari is do not realli know happen ,0
11063,is cant ,0
11064,have call cant see happen realli suck ,0
11065,also appreci have veri own ,4
11066,hate have tri re not sure is ,0
11067,big not have curbsid charg bag ,0
11068,is possibl earn is not even am purchas ,2
11069,so too thank travel halfway just want ,0
11070,consid honor origin were tri book again ,0
11071,book recent now same is less do contact use onlin ,0
11072,are best follow pleas ,4
11073,be more pleas reassess be have as littl possibl ,0
11074,ok just know ll most like never again ,0
11075,follow complaint procedur onli get run around usairwayssuck ,0
11076,do not mind wait wait not have had has more know ,0
11077,is appreci howev tell call back late then end repli ,0
11078,de have ppl then wait long ,0
11079,tri use also gave help anyway ,0
11080,am sure are sincer want loyal ,0
11081,know now ll have spend almost more has gone ,0
11082,refund free compens were put ,0
11083,are incompet just end ,0
11084,is not ticket is still pend ,0
11085,do no longer get earli young american new give ,0
11086,not patient origin now ,0
11087,did not say ,0
11088,be laguardia have are now tho ,0
11089,said was not serv anymor updat ,0
11090,is nd call again ask not catch reject ,0
11091,be nice take ,0
11092,is broken onlin alreadi tri gave use ,0
11093,still wait get back now are jack ,0
11094,reach were chang ,4
11095,strand philli starv not get voucher even had mechan next ,0
11096,connect wrong autom transfer now ,0
11097,is wonder btw secur not flail ,4
11098,doe not work ve tri track sever still doe not clarifi is ,0
11099,seat next hot is signific better now ,4
11100,get now thank have ,4
11101,do give ticket know have connect ,2
11102,guy pleas send gate philli miss onli ,0
11103,spend ,0
11104,arriv late leav have ,0
11105,last check were sever damag answer ,0
11106,is crazi have not spoken human yet has be better ,0
11107,get just land have atl ,2
11108,got were suppos was live offer monetari ,0
11109,ve been tri do not get hung am do ,0
11110,not have back just sit here burn wait be fix ,0
11111,hold other charg doubl not even fix worst ever had ,0
11112,ve been tri call is overload realli global ,0
11113,also are charg full even ,0
11114,is sad not talk real kept get disconnect autom ,0
11115,show not abl check call was cancel flightl ago ,0
11116,new tag got there aliv ,0
11117,still not get do actual have ,0
11118,announc go fl have go differ was direct ,2
11119,just realiz was not use do get ,2
11120,doe see just ,0
11121,is have have avail book ,0
11122,is delay given sure fli ,0
11123,got now just need is there direct ,0
11124,last were not sure was ,0
11125,busi ,4
11126,was delay rerout not so much notimpress ,0
11127,min mainten wast ,0
11128,not complain much realli still ,0
11129,crappi follow be cancel ,0
11130,confirm have not been charg ,2
11131,book lax said charg did not go ,0
11132,are amaz back ,4
11133,ve been servic be hung first ,0
11134,is useless tri get cancel ,0
11135,is get cancel flightl been still havent talk ,0
11136,never travel again is insan are inevit make hold just add lap ,0
11137,get near futur stuck ,0
11138,so much ,4
11139,recent move got new book ago use old do need chang ,2
11140,is system come usairway disallow dm more ,2
11141,littl has been take complet ,0
11142,recent move got new book ago use old do need chang ,2
11143,need get somewher just rememb are not onli ,0
11144,still not get travel ridicul ,0
11145,has is caus noreplymobil go spam dns admin need fix ,0
11146,are best follow pleas ,4
11147,so next seattl has tray tabl is fall ,0
11148,nd occur not patient have antitrust ,0
11149,was blown never use again refer ,0
11150,ve miss cancel ,0
11151,do not need rebook know ,0
11152,book necessari not afford deal again howev like ,0
11153,are get so actual get orlando dayslat ,2
11154,re here is say ll most like be miss bwi again ,0
11155,long doe take receiv book ,2
11156,is most useless ever seen ,0
11157,is got be worst ever seen cancel flightl rude current ,0
11158,so re go make wait long help ,0
11159,now not wait anymor now frustrat usairway ,0
11160,call not get is there secret use doe not result hang ,0
11161,is chang differ onc has been delay ,0
11162,just check get upgrad alreadi got say ,2
11163,last ,2
11164,rebook ,2
11165,are not twitter connect do want duh ,0
11166,still not deic miss was help catch next ,4
11167,tri go nashvill london just have be good fli nashvill now ,2
11168,unaccept realli ,0
11169,do push rebook ,0
11170,tell srq wait ,0
11171,lost broke open stole ,0
11172,are empti first not be automat upgrad ,2
11173,cancel ,0
11174,mean was verbal cuss charg then told do not feel deal ,0
11175,stuck need reflight next possibl dm more ,0
11176,has most useless amp ever philadelphia never again fli ,0
11177,work hard make sure flow smooth keep posit ,4
11178,are board now have yet depart ,4
11179,total understand just frustrat ,4
11180,tell get ,0
11181,realli need be back am been sit peev ,0
11182,are now work resolv connect is ,0
11183,was place origin was cancel flightl now is ,0
11184,gate agt find pvd origin was cancel flightl ,4
11185,st now delay amp still has not mumbl get anxious ,0
11186,are best follow pleas ,4
11187,pleas do not go absolut ,0
11188,about talk real ,0
11189,took left strand had rent still have not help ,0
11190,gave ,0
11191,ve been possibl do ,0
11192,other never updat ur are establish ,0
11193,get too much too mani be fuck as bad ,0
11194,provid best india mumbai ,4
11195,last serious debat never fli again minut tarmac ,0
11196,protect just still check still make origin ,2
11197,great still doe not help ,0
11198,forsyth delay rerout own lodg non is go ,0
11199,did not rerout jax instead forc overnight ,0
11200,appreci hard still gave gt ,0
11201,was delay look know charg then forgot ,0
11202,strand cold get sick overbook gave away ,0
11203,worst ever unabl told last unavail never again usairway ,0
11204,fispahani have caus run late re sorri ,0
11205,is absurd feel free provid ,0
11206,not even free ,0
11207,make own amp sleep is madden ,0
11208,did see unhelp got did not unexplain ,0
11209,schedul still sit termin be love ,0
11210,has been disast rude amp now not fli again amp fli rais now ,0
11211,travel old appreci hold good host unanticip ,0
11212,miss due yet ,0
11213,never again tho ur not doin fix happen ll choos next ,0
11214,absolut knew tri blame deni total fals was crew ,0
11215,now look global ,2
11216,alreadi file person howev have is even track ,0
11217,alreadi call other is be reimburs never again are unreli ,0
11218,save was was amaz transfer delta see again ,0
11219,link lead websit not open good shock is fold ,0
11220,got cancel flightl due lack was told be reimburs do contact ,0
11221,just unfortun is up land was suppos land ,0
11222,mean public expens doe not make ,0
11223,was suppos leav am go back al onli get nc now are kid ,0
11224,just did realli doe have be stop serv ,0
11225,are best follow pleas ,4
11226,land is even real get go ,0
11227,is do not have is happen ,0
11228,red head chs did not get was great ,4
11229,now has actual run thislinehasntmovedforanhour ,0
11230,name was incred profession help crazi angri tonight ,4
11231,realli gave not let sister was group ,0
11232,awesom usair ,4
11233,be love have great work ,4
11234,onli is open help re cancel flightl dca shame ,0
11235,hey let get late ,0
11236,too too ,2
11237,doe not help are wait wait leav write ,0
11238,happi ,4
11239,hectic do not repres well imo ,4
11240,shld as well ur rehman delay ,0
11241,not good been flt send furious ,0
11242,do not still remain onli found not come ,0
11243,not too impress feel lot better fli upgrad first ,0
11244,be great got safe sad did not get back schedul ,4
11245,updat delay obvious isnt board ,0
11246,be is be is suck ,0
11247,whole was joke had littl old handl ,0
11248,do appreci ,4
11249,long are bill ,2
11250,not let use ,0
11251,has been never fli again neveragain ,0
11252,not hold had give becaus not borrow longer ,0
11253,ve been sit wait now ,0
11254,delay cancel had angri rude are now provid help ,0
11255,is strand airway cancel flightl complet dissatisfi ,0
11256,kevin team great ,4
11257,is prais get wrong late right late ,0
11258,cancel fall last ,0
11259,amaz ,0
11260,told close not care less ,0
11261,has terribl cust not assist onli know go bad written english ,0
11262,call help have have ,0
11263,bad not mean bad ,0
11264,stuck be treat ,0
11265,keep get delay cancel flight worst ever ,0
11266,doe is sync want is ,0
11267,call promis like updat need ,0
11268,clt is veri late miss bos do ,0
11269,final not enough feed ,0
11270,just had good ,2
11271,left lost found cross find ,4
11272,is worst ever flown have treat ,0
11273,onli dca is first ever seen happen executiveplatinummeansnoth ,0
11274,eh happen think ll surviv ,2
11275,have past was delay had talk use is not true ,0
11276,did not help not believ not take full first gave away platinum ,0
11277,is more ridicul ,0
11278,better be ,2
11279,is full ,2
11280,been delay now final board been wait now be told has be complet power ,0
11281,is ,0
11282,is screw ive had move still not yet ,0
11283,dont check was had door get togeth ,0
11284,freak are fix orlando ,0
11285,was told is pleas help has been long ,0
11286,tri multipl desk ,0
11287,be put has now been is complet unaccept ,0
11288,same was return rsw neptun ,0
11289,put flite think now worst ever need fix ,0
11290,glad be head home great ,4
